rcp_id,base_malt_pct_log,Boil Kettle_log,Whirlpool_log,Fermenter_log,Total Hops_log,fermenter_temperature_log,cu_low_log,cu_high_log,cu_setpoint_log,pre_run_dump_volume_log,original_gravity_log,clar_eff_log
282,-0.3707976988029361,0.9959465149556335,0.1483293455807363,-1.2424162705957513,0.7616082111733716,-0.337234984210462,1.882341087197735,1.879548422720294,1.7878454679008273,-0.10415251582560296,2.442876305119709,-0.8510955161851003
282,-0.3707976988029361,0.9959465149556335,0.1483293455807363,-1.2424162705957513,0.7616082111733716,-0.337234984210462,1.882341087197735,1.879548422720294,1.7878454679008273,-0.10415251582560296,2.442876305119709,-0.8510955161851003
237,0.516275977523708,,,,,-1.332318530756403,-0.21604551212418388,-0.2652185207568575,-1.2250600313330826,,0.3759795833382456,-2.171430799524855
237,0.516275977523708,,,,,-1.4500203226220207,,-1.756754448041974,-0.70667262556517,-1.2806480369894793,0.44223383180609993,-1.4447189737340895
225,-0.7077062504426543,,,,,0.19096700047482573,0.7074014163610927,0.2400416158294512,0.1218042705732531,,-0.6694714848456017,0.6020836658362444
239,1.984394008342846,-1.3323354853426104,-0.044477232315069254,-0.25000215727977265,-1.1668165859497686,0.022600984273946172,0.5773496504455268,1.1315501971706026,0.7356590307523013,,-0.7113269103973275,0.4955226690468038
239,1.984394008342846,-1.3323354853426104,-0.044477232315069254,-0.25000215727977265,-1.1668165859497686,0.022600984273946172,0.5773496504455268,1.1315501971706026,0.7356590307523013,,-0.7113269103973275,0.4955226690468038
268,-1.3982231713357889,-1.2918824802553135,-0.7937895741509896,-1.2424162705957513,-1.4101544176572787,-1.3908340980241332,1.1245529768767724,0.6458129884469104,0.7356590307523013,,-0.9698235133423914,0.6102058395653225
268,-1.3982231713357889,-1.2918824802553135,-0.7937895741509896,-1.2424162705957513,-1.4101544176572787,-1.3908340980241332,1.1245529768767724,0.6458129884469104,0.7356590307523013,,-0.9698235133423914,0.6102058395653225
270,1.984394008342846,,,,,-1.5098845842884485,-0.286998903834068,-0.798092367661191,-0.70667262556517,,-0.4253771088445143,0.04262915290426704
257,-1.2739807883341037,-0.1852211644292465,-0.2733994644859044,-1.2424162705957513,-0.38004575815977076,1.123826102758503,-0.5941571347788576,-0.3470274184620123,-0.70667262556517,,-1.3826221438509503,1.647597504689188
257,-1.2739807883341037,-0.1852211644292465,-0.2733994644859044,-1.2424162705957513,-0.38004575815977076,0.8640749552515998,0.10736150652226954,0.2400416158294512,-0.26126070577024946,,-1.3826221438509503,0.615509262779838
257,-1.2739807883341037,-0.1852211644292465,-0.2733994644859044,-1.2424162705957513,-0.38004575815977076,0.8640749552515998,0.10736150652226954,0.2400416158294512,-0.26126070577024946,,-1.3826221438509503,0.615509262779838
257,-1.2739807883341037,-0.1852211644292465,-0.2733994644859044,-1.2424162705957513,-0.38004575815977076,1.123826102758503,-0.5941571347788576,-0.3470274184620123,-0.70667262556517,,-1.3826221438509503,1.647597504689188
263,2.8397553178022585,,,,,-0.4322901701052508,0.0466364139119761,0.10690003036939481,-0.70667262556517,,1.191326938650147,-1.923534826337853
263,2.8397553178022585,,,,,-1.3908340980241332,1.0952110525475343,0.9305755329589559,2.2331892612209416,-0.954505293466128,1.218503808342526,-0.31130698778255134
263,2.8397553178022585,,,,,-1.5098845842884485,-0.677185177346679,-0.2652185207568575,-1.2250600313330826,,1.0778061225175908,-2.4278010951830677
263,2.8397553178022585,,,,,-1.5098845842884485,-0.677185177346679,-0.2652185207568575,-1.2250600313330826,,1.0778061225175908,-2.4278010951830677
263,2.8397553178022585,,,,,-1.3908340980241332,1.0952110525475343,0.9305755329589559,2.2331892612209416,-0.954505293466128,1.218503808342526,-0.31130698778255134
273,-1.3227549080503704,,,,,-1.332318530756403,-1.134195376070445,-1.2157957470425387,-1.8289463421999723,,-0.3466115738002066,0.22073622244314695
264,0.6326977051303584,-1.0998464322602703,-0.26222736719923323,-1.2424162705957513,-1.1979281156636592,-1.2744630156138728,-1.134195376070445,-1.0526899441729587,-1.8289463421999723,,-1.2276249851921226,1.772085328340558
264,0.6326977051303584,-1.0998464322602703,-0.26222736719923323,-1.2424162705957513,-1.1979281156636592,-1.5098845842884485,-0.8513321836250921,-1.0526899441729587,-1.8289463421999723,,-1.2276249851921226,-0.7404218990276199
264,0.6326977051303584,-1.0998464322602703,-0.26222736719923323,-1.2424162705957513,-1.1979281156636592,-0.6794085560004074,-0.8513321836250921,-0.8974369516333086,-1.515449942645932,,-1.2461832789743839,2.109852883220814
264,0.6326977051303584,-1.0998464322602703,-0.26222736719923323,-1.2424162705957513,-1.1979281156636592,-0.6794085560004074,-0.8513321836250921,-0.8974369516333086,-1.515449942645932,,-1.2461832789743839,2.109852883220814
264,0.6326977051303584,-1.0998464322602703,-0.26222736719923323,-1.2424162705957513,-1.1979281156636592,-1.1607025883467057,-0.9426364363655806,-0.5634395829497879,-1.2250600313330826,,-1.2276249851921226,1.6014732884742777
264,0.6326977051303584,-1.0998464322602703,-0.26222736719923323,-1.2424162705957513,-1.1979281156636592,-1.5098845842884485,-0.677185177346679,-0.9483413907799483,-2.1674686713193965,,-1.2276249851921226,2.3084665836581535
264,0.6326977051303584,-1.0998464322602703,-0.26222736719923323,-1.2424162705957513,-1.1979281156636592,-0.5491857682959204,-1.4454852828229061,-1.6925592689573412,-1.8289463421999723,1.539392936362708,-1.2276249851921226,-0.5820570668717691
264,0.6326977051303584,-1.0998464322602703,-0.26222736719923323,-1.2424162705957513,-1.1979281156636592,1.0925565851916224,,-1.6925592689573412,-0.70667262556517,1.8096997582660317,-1.2276249851921226,-0.9374662760974283
264,0.6326977051303584,-1.0998464322602703,-0.26222736719923323,-1.2424162705957513,-1.1979281156636592,-1.8196807393466128,-1.3383820341951789,-1.5062934904522849,-0.70667262556517,1.6686782705067682,-1.1999044670361896,-0.4252859236043362
264,0.6326977051303584,-1.0998464322602703,-0.26222736719923323,-1.2424162705957513,-1.1979281156636592,-0.10862375147573407,-1.4454852828229061,-0.2652185207568575,-0.70667262556517,1.635257357119131,-1.2276249851921226,-2.578617489170906
264,0.6326977051303584,-1.0998464322602703,-0.26222736719923323,-1.2424162705957513,-1.1979281156636592,-2.147771210699707,,0.6969561339163711,1.1921330794894753,1.4139270539628754,-1.2276249851921226,-0.3395294009564988
