recipe_id,add_type,sum_of_additive_type,rcp_ferm_vol,location,add_per_bbl
220,"Fruit and Honey",5,,"Brite Tank",
220,"Fruit and Honey",5,,Fermenter,
220,"Fruit and Honey",10,,Whirlpool,
221,Hops,89.2,,"Boil Kettle",
221,Hops,20,,Fermenter,
221,"Fruit and Honey",16,,Whirlpool,
221,Hops,12,,Whirlpool,
223,Hops,276,,"Boil Kettle",
223,Hops,4,,Whirlpool,
224,Hops,67.34,,"Boil Kettle",
224,Hops,16,,Fermenter,
224,Hops,12,,Whirlpool,
226,Hops,27.7,16.5000000000000000,"Boil Kettle",1.67878792502663
227,Hops,27,16.4000000000000000,"Boil Kettle",1.64634146341463
228,Hops,128.15,,"Boil Kettle",
228,Hops,23.63,,Fermenter,
228,Hops,9,,Whirlpool,
229,Hops,12.24,,"Boil Kettle",
230,Hops,129.25,,"Boil Kettle",
230,Hops,19.4,,Fermenter,
230,Hops,7.05,,Whirlpool,
231,Hops,159.125,,"Boil Kettle",
231,Hops,15,,Fermenter,
231,Hops,5,,Whirlpool,
232,Hops,44,,"Boil Kettle",
235,Hops,37.4,,"Boil Kettle",
235,Hops,15,,Fermenter,
235,Hops,9,,Whirlpool,
236,Hops,124.4,16.5000000000000000,"Boil Kettle",7.53939403187145
236,Hops,26,16.5000000000000000,Fermenter,1.57575757575758
236,Hops,10.1,16.5000000000000000,Whirlpool,0.612121235240589
237,Hops,129.25,,"Boil Kettle",
237,Hops,19.4,,Fermenter,
237,Hops,7.05,,Whirlpool,
238,Hops,73.8,,"Boil Kettle",
238,Hops,15,,Fermenter,
238,"Fruit and Honey",5,,Whirlpool,
238,Hops,12,,Whirlpool,
239,Hops,8.75,16.4200000000000000,"Boil Kettle",0.532886723507917
239,Hops,10,16.4200000000000000,Fermenter,0.609013398294762
239,Hops,6,16.4200000000000000,Whirlpool,0.365408038976857
240,Hops,46.1,16.0000000000000000,"Boil Kettle",2.88124990463257
240,Hops,32,16.0000000000000000,Fermenter,2
240,Hops,12,16.0000000000000000,Whirlpool,0.75
241,Hops,19.375,16.0000000000000000,"Boil Kettle",1.2109375
241,Hops,2,16.0000000000000000,Whirlpool,0.125
242,Hops,43.15,16.5000000000000000,"Boil Kettle",2.61515160762902
243,Hops,544.5,106.0000000000000000,"Boil Kettle",5.13679245283019
243,Hops,138,106.0000000000000000,Fermenter,1.30188679245283
243,"Fruit and Honey",90,106.0000000000000000,Whirlpool,0.849056603773585
243,Hops,82,106.0000000000000000,Whirlpool,0.773584905660377
244,Hops,20,,"Boil Kettle",
244,"Sugar & Syrups",110,,"Boil Kettle",
244,"Fruit and Honey",40,,"Brite Tank",
244,"Fruit and Honey",15,,Whirlpool,
245,Hops,36.75,,"Boil Kettle",
245,Hops,15,,Fermenter,
245,"Sugar & Syrups",126,,Fermenter,
245,"Fruit and Honey",5,,Whirlpool,
245,Hops,6,,Whirlpool,
247,Hops,1241,95.0000000000000000,"Boil Kettle",13.0631578947368
247,"Sugar & Syrups",100,95.0000000000000000,"Boil Kettle",1.05263157894737
247,Hops,170.4,95.0000000000000000,Fermenter,1.79368414627878
247,Hops,57.4,95.0000000000000000,Whirlpool,0.604210542377673
248,Hops,15,,"Boil Kettle",
248,Hops,18,,Fermenter,
248,Hops,16,,Whirlpool,
250,Hops,34.62,16.0000000000000000,"Boil Kettle",2.16375017166138
250,Hops,11.4,16.0000000000000000,Fermenter,0.712499976158142
250,"Sugar & Syrups",176,16.0000000000000000,Fermenter,11
250,Hops,7.8,16.0000000000000000,Whirlpool,0.487500011920929
257,Hops,395.5,104.0000000000000000,"Boil Kettle",3.80288461538462
257,"Fruit and Honey",39,104.0000000000000000,Whirlpool,0.375
257,Hops,32,104.0000000000000000,Whirlpool,0.307692307692308
258,Hops,49.5,16.0000000000000000,"Boil Kettle",3.09375
258,Hops,18,16.0000000000000000,Fermenter,1.125
258,"Fruit and Honey",5,16.0000000000000000,Whirlpool,0.3125
258,Hops,8,16.0000000000000000,Whirlpool,0.5
259,Hops,41.13,16.4000000000000000,"Boil Kettle",2.50792666179378
259,"Fruit and Honey",18.5,16.4000000000000000,Whirlpool,1.12804878048781
259,Hops,3.5,16.4000000000000000,Whirlpool,0.213414634146341
260,Hops,30.5,,"Boil Kettle",
260,Hops,6,,Whirlpool,
261,Hops,27.5,,"Boil Kettle",
261,"Fruit and Honey",8,,Whirlpool,
261,Hops,3,,Whirlpool,
262,Hops,51.2,,Fermenter,
262,Hops,34,,Whirlpool,
264,Hops,127.2,115.0000000000000000,"Boil Kettle",1.10608692998471
264,Hops,35.7,115.0000000000000000,Whirlpool,0.310434789242952
267,Hops,72.5,,"Boil Kettle",
267,Hops,12,,Fermenter,
267,Hops,4,,Whirlpool,
268,Hops,10.08,16.0000000000000000,"Boil Kettle",0.629999995231628
268,"Fruit and Honey",105,16.0000000000000000,Fermenter,6.5625
268,"Fruit and Honey",10,16.0000000000000000,Whirlpool,0.625
268,Hops,3,16.0000000000000000,Whirlpool,0.1875
269,Hops,59.75,,"Boil Kettle",
269,Hops,4,,Whirlpool,
270,Hops,11,,"Boil Kettle",
270,Hops,10,,Fermenter,
270,Hops,6,,Whirlpool,
271,Hops,23.256,,"Boil Kettle",
271,Hops,5,,Whirlpool,
272,Hops,97.2,,"Boil Kettle",
272,"Sugar & Syrups",100,,"Boil Kettle",
272,Hops,16,,Fermenter,
272,Hops,13,,Whirlpool,
273,Hops,58.5,,"Boil Kettle",
273,"Fruit and Honey",4,,Whirlpool,
273,Hops,5,,Whirlpool,
277,Hops,45,,"Boil Kettle",
279,Hops,13.125,,"Boil Kettle",
279,"Fruit and Honey",20,,Whirlpool,
280,Hops,22.1,,"Boil Kettle",
280,Hops,12,,Fermenter,
280,Hops,5,,Whirlpool,
281,Hops,10,,"Boil Kettle",
281,Hops,30,,Fermenter,
281,Hops,12,,Whirlpool,
282,Hops,109.7,12.0000000000000000,"Boil Kettle",9.14166641235352
282,Hops,5,12.0000000000000000,Whirlpool,0.416666666666667
292,Hops,123.5,100.0000000000000000,"Boil Kettle",1.235
292,"Sugar & Syrups",660,100.0000000000000000,"Boil Kettle",6.6
292,"Fruit and Honey",250,100.0000000000000000,"Brite Tank",2.5
293,Hops,46.8,16.5000000000000000,"Boil Kettle",2.83636359012488
293,Hops,14.4,16.5000000000000000,Whirlpool,0.872727249607895
295,Hops,807.9,105.0000000000000000,"Boil Kettle",7.6942859468006
295,Hops,120,105.0000000000000000,Fermenter,1.14285714285714
295,Hops,50,105.0000000000000000,Whirlpool,0.476190476190476
296,Hops,465,17.5000000000000000,"Boil Kettle",26.5714285714286
297,Hops,572,,"Boil Kettle",
297,"Fruit and Honey",180,,Fermenter,
297,"Fruit and Honey",10,,Whirlpool,
298,Hops,6.5,,"Boil Kettle",
298,"Sugar & Syrups",75,,"Boil Kettle",
298,"Fruit and Honey",89,,Fermenter,
298,"Fruit and Honey",10,,Whirlpool,
298,Hops,3,,Whirlpool,
302,Hops,265.88,91.0000000000000000,"Boil Kettle",2.92175829541552
302,Hops,180,91.0000000000000000,Fermenter,1.97802197802198
302,Hops,69.2,91.0000000000000000,Whirlpool,0.76043952690376
304,Hops,87.5,,"Boil Kettle",
304,Hops,15,,Fermenter,
304,Hops,10,,Whirlpool,
305,Hops,193,,"Boil Kettle",
305,Hops,20,,Fermenter,
306,Hops,149,97.4000000000000000,"Boil Kettle",1.52977412731006
306,"Sugar & Syrups",420,97.4000000000000000,"Boil Kettle",4.31211498973306
306,"Fruit and Honey",3.5,97.4000000000000000,"Brite Tank",0.0359342915811088
306,"Fruit and Honey",215,97.4000000000000000,Fermenter,2.20739219712526
307,Hops,413.3,102.0000000000000000,"Boil Kettle",4.05196066463695
307,Hops,24,102.0000000000000000,Whirlpool,0.235294117647059
312,Hops,13.3,,"Boil Kettle",
312,Hops,14,,Fermenter,
312,"Fruit and Honey",14,,Whirlpool,
312,Hops,6,,Whirlpool,
313,Hops,5.3,,"Boil Kettle",
314,Hops,56.8,,"Boil Kettle",
314,Hops,24,,Fermenter,
314,Hops,8,,Whirlpool,
315,Hops,122.4,,"Boil Kettle",
315,Hops,18.5,,Fermenter,
315,"Sugar & Syrups",550,,Fermenter,
315,"Fruit and Honey",10,,Whirlpool,
315,Hops,6.6,,Whirlpool,
