rcp_id,fermenter_temperature,cu_low,cu_high,cu_setpoint,pre_run_dump_volume,time_start,time_end,original_gravity,fermenter_volume,brite_volume,clar_eff
128,35.4000015258789,0.319999992847443,0.680000007152557,0.800000011920929,,"9:30 AM","3:30 PM",10.05,329.7,312,94.631483166515
128,35.4000015258789,0.319999992847443,0.680000007152557,0.800000011920929,,"9:30 AM","3:30 PM",10.05,329.7,312,94.631483166515
128,36,0.300000011920929,0.5,0.600000023841858,,"11:00 AM","2:30 PM",9.99,219.7,206,93.7642239417387
128,36,0.300000011920929,0.5,0.600000023841858,,"11:00 AM","2:30 PM",9.99,219.7,206,93.7642239417387
87,,,,,,,,13.25,229.9,,
87,,,,,,,,13.25,229.9,,
128,35.4000015258789,0.319999992847443,0.680000007152557,0.800000011920929,,"9:30 AM","3:30 PM",10.05,329.7,312,94.631483166515
102,37,0.200000002980232,0.300000011920929,0.400000005960464,,"9:00 AM","11:45 AM",14.38,217.9,190,87.1959614502065
102,32.2999992370605,0.270000010728836,0.620000004768372,0.800000011920929,,"8:30 AM","2:00 PM",14.36,219.6,204,92.896174863388
132,34.4000015258789,0.180000007152557,0.800000011920929,0.800000011920929,,"10:05 AM","2:50 PM",16.94,307.2,261,84.9609375
132,34.4000015258789,0.180000007152557,0.800000011920929,0.800000011920929,,"10:05 AM","2:50 PM",16.94,307.2,261,84.9609375
127,38.5,0.219999998807907,0.800000011920929,0.800000011920929,,"9:10 AM","10:10 AM",11.66,28.8,25.2999992370605,87.8472195731269
87,34,0.300000011920929,0.600000023841858,0.800000011920929,,"9:00 AM","11:00 AM",13.25,117.3,110,93.7766410912191
76,33.2999992370605,0.540000021457672,0.800000011920929,0.800000011920929,,"9:45 AM","3:00 PM",10.48,113.7,106.800003051758,93.9314011009304
78,33.2999992370605,0.449999988079071,0.800000011920929,0.800000011920929,,"9:20 AM","11:50 AM",10.3,227.3,204.399993896484,89.9252062896984
138,35,0.400000005960464,0.600000023841858,0.800000011920929,,"10:00 AM","12:00 PM",11.14,106.6,104,97.5609756097561
75,33.5,0.189999997615814,0.800000011920929,0.800000011920929,,"9:15 AM","2:20 PM",15.8,311,259,83.2797427652733
133,35,0.800000011920929,1.10000002384186,1,,"11:35 AM","12:30 PM",8.03,14.8,14.8000001907349,100.000001288749
102,36,0.300000011920929,0.800000011920929,0.800000011920929,,"8:45 AM","12:15 PM",14.38,220.3,197.5,89.6504766227871
122,34,0.200000002980232,0.400000005960464,0.400000005960464,,"11:30 AM","11:40 AM",12.32,14.6,12.8000001907349,87.6712341831155
137,34,0.170000001788139,0.230000004172325,0.800000011920929,,"11:35 AM","12:00 PM",11.42,117.3,105.599998474121,90.0255741467358
107,33.7999992370605,0.170000001788139,0.800000011920929,0.800000011920929,,"9:55 AM","11:20 AM",14.38,108.8,98.1999969482422,90.257350136252
102,45,0.150000005960464,0.5,0.800000011920929,,"8:40 AM","11:00 AM",14.38,224.8,202,89.8576512455516
78,,,,,,,,10.31,235.8,,
78,,,,,,,,10.31,235.8,,
78,,,,,,,,10.31,235.8,,
78,,,,,,,,10.31,235.8,,
75,33.5,0.189999997615814,0.800000011920929,0.800000011920929,,"9:15 AM","2:20 PM",15.8,311,259,83.2797427652733
125,33.5,0.0799999982118607,0.800000011920929,0.800000011920929,,"9:30 AM","9:50 AM",12,13,11.6999998092651,89.9999985328087
75,36,0.400000005960464,0.600000023841858,1,,"9:00 AM","11:00 AM",15.8,205.2,181,88.2066276803119
75,33.5,0.189999997615814,0.800000011920929,0.800000011920929,,"9:15 AM","2:20 PM",15.8,311,259,83.2797427652733
76,35,0.129999995231628,0.400000005960464,0.400000005960464,,"9:00 AM","10:20 AM",10.48,116,106.300003051758,91.6379336653085
75,36,0.119999997317791,0.25,0.800000011920929,,"10:00 AM","12:20 PM",15.8,203.8,183.5,90.0392541707556
126,,0.200000002980232,0.400000005960464,0.800000011920929,,,,15.14,13.8,12.5,90.5797101449275
107,34,0.200000002980232,0.5,0.800000011920929,,,,14.39,220.3,202.5,91.9201089423513
75,36,0.119999997317791,0.25,0.800000011920929,,"10:00 AM","12:20 PM",15.8,203.8,183.5,90.0392541707556
107,34,0.200000002980232,0.5,0.800000011920929,,,,14.39,220.3,202.5,91.9201089423513
127,38.5,0.219999998807907,0.800000011920929,0.800000011920929,,"9:10 AM","10:10 AM",11.66,28.8,25.2999992370605,87.8472195731269
128,32.2999992370605,0.209999993443489,0.800000011920929,0.800000011920929,,"10:15 AM","11:40 AM",10,110.6,104.400001525879,94.3942147611925
75,34,0.200000002980232,0.800000011920929,1.20000004768372,,"9:30 AM","4:30 PM",15.8,307.2,260,84.6354166666667
75,34,0.200000002980232,0.800000011920929,1.20000004768372,,"9:30 AM","4:30 PM",15.8,307.2,260,84.6354166666667
75,34,0.200000002980232,0.800000011920929,1.20000004768372,,"9:30 AM","4:30 PM",15.8,307.2,260,84.6354166666667
78,33.2999992370605,0.449999988079071,0.800000011920929,0.800000011920929,,"9:20 AM","11:50 AM",10.3,227.3,204.399993896484,89.9252062896984
102,37,0.300000011920929,0.699999988079071,0.800000011920929,,"10:00 AM","1:30 PM",14.38,216,192,88.8888888888889
102,37,0.300000011920929,0.699999988079071,0.800000011920929,,"10:00 AM","1:30 PM",14.38,216,192,88.8888888888889
193,,0.670000016689301,0.899999976158142,1,,"9:20 AM","10:00 AM",14.5,15.6,11.8999996185303,76.2820488367325
154,35.2999992370605,0.439999997615814,0.800000011920929,0.800000011920929,,"9:35 AM","10:30 AM",10.16,30.7,28.5,92.8338762214984
87,35,0.200000002980232,0.800000011920929,0.800000011920929,,"8:30 AM","10:30 AM",13.25,113.1,108,95.4907161803714
173,35,,,,,"9:40 AM","10:00 AM",10.9,16.8,14.8999996185303,88.690473919823
114,33.5,0.649999976158142,1.20000004768372,1.39999997615814,,"9:10 AM","3:55 PM",14.36,310.8,308,99.0990990990991
75,34,0.300000011920929,0.5,0.800000011920929,,"8:30 AM","11:00 AM",15.86,204.5,183,89.4865525672372
157,32.9000015258789,,,,,"11:30 AM","12:00 PM",11.7,15.5,14,90.3225806451613
179,33.2000007629395,0.0900000035762787,0.140000000596046,0.400000005960464,,"9:55 AM","10:45 AM",13.16,34.2,32,93.5672514619883
94,35,0.699999988079071,0.800000011920929,1.10000002384186,,"9:00 AM","2:00 PM",13.18,219,204,93.1506849315068
78,33,0.800000011920929,1,1.10000002384186,,"8:20 AM","12:45 PM",10.31,112.5,110,97.7777777777778
141,33.2000007629395,0.629999995231628,0.800000011920929,0.800000011920929,,"9:50 AM","10:20 AM",13.84,13.5,9.19999980926514,68.1481467352973
102,34.4000015258789,0.209999993443489,0.449999988079071,0.600000023841858,,"11:00 AM","3:20 PM",14.35,321.4,286,88.985687616677
156,37.2999992370605,0.379999995231628,0.560000002384186,0.800000011920929,,"9:00 AM","2:05 PM",10.39,345,333.829986572266,96.7623149484828
197,34.5,0.649999976158142,1.10000002384186,1.10000002384186,,"9:45 AM","5:30 PM",18.61,374.6,317,84.6235985050721
169,50,0.600000023841858,0.899999976158142,1,,"10:35 AM","11:00 AM",11.49,14.8,14.1999998092651,95.9459446571969
102,,0.870000004768372,1.10000002384186,1.10000002384186,,"10:25 AM","2:45 PM",14.38,210.9,188,89.1417733522997
114,34.7000007629395,0.75,1.20000004768372,1.39999997615814,,"11:05 AM","3:05 PM",14.38,214.3,216,100.79328044797
87,32,0.300000011920929,0.5,0.5,,"10:00 AM","2:45 PM",13.32,114.5,109,95.1965065502183
76,33.0999984741211,0.170000001788139,0.379999995231628,0.600000023841858,,"10:20 AM","12:40 PM",10.51,110.7,105,94.8509485094851
197,34.5,0.649999976158142,1.10000002384186,1.10000002384186,,"9:45 AM","5:30 PM",18.61,374.6,317,84.6235985050721
187,32.2999992370605,0.159999996423721,0.239999994635582,0.600000023841858,,"9:20 AM","10:00 AM",10,34.3,31,90.3790087463557
187,32.2999992370605,0.159999996423721,0.239999994635582,0.600000023841858,,"9:20 AM","10:00 AM",10,34.3,31,90.3790087463557
174,33.2000007629395,0.109999999403954,0.300000011920929,0.600000023841858,,"10:00 AM","10:30 AM",12.95,33,31,93.9393939393939
197,34.5,0.649999976158142,1.10000002384186,1.10000002384186,,"9:45 AM","5:30 PM",18.61,374.6,317,84.6235985050721
111,33,0.400000005960464,0.600000023841858,0.800000011920929,,"7:45 AM","9:25 AM",10.31,114.6,,
102,33.4000015258789,0.75,1.10000002384186,1.10000002384186,,"10:25 AM","2:45 PM",14.38,205,187.5,91.4634146341463
114,33.5,0.649999976158142,1.20000004768372,1.39999997615814,,"9:10 AM","3:55 PM",14.36,310.8,308,99.0990990990991
185,33.2000007629395,0.740000009536743,1,1,,"10:15 AM","11:05 AM",18.1,32.1,27.5,85.6697819314642
89,39,0.239999994635582,0.400000005960464,0.550000011920929,,"9:35 AM","1:50 PM",10.97,221.7,218,98.3310780333784
185,33.2000007629395,0.740000009536743,1,1,,"10:15 AM","11:05 AM",18.1,32.1,27.5,85.6697819314642
87,34,0.25,0.400000005960464,0.600000023841858,,"9:15 AM","11:00 AM",13.25,111.7,104,93.1065353625783
202,33.4000015258789,1.10000002384186,1.5,1.5,,"9:45 AM","10:30 AM",14.9,15.5,11.3999996185303,73.5483846356792
94,35.2999992370605,0.0599999986588955,0.259999990463257,0.300000011920929,,"10:20 AM","1:55 PM",13.25,106.1,98,92.3656927426956
189,33,0.600000023841858,0.800000011920929,,,"9:40 AM","10:00 AM",13.3,16.9,15.1999998092651,89.9408272737582
163,33,1,1.10000002384186,1.20000004768372,,"8:30 AM","9:30 AM",15.7,32.4,30,92.5925925925926
156,30,0.400000005960464,0.600000023841858,0.800000011920929,,"8:30 AM","10:30 AM",10.3,111.1,112,100.810081008101
102,33.9000015258789,0.209999993443489,0.360000014305115,0.600000023841858,,"8:40 AM","11:40 AM",14.36,212.3,196,92.3221855864343
102,33.9000015258789,0.209999993443489,0.360000014305115,0.600000023841858,,"8:40 AM","11:40 AM",14.36,212.3,196,92.3221855864343
166,33.7000007629395,0.200000002980232,0.25,1,,"11:00 AM","11:30 AM",22.51,23.8,20,84.0336134453782
190,33,0.400000005960464,0.600000023841858,0.800000011920929,,"8:20 AM","8:50 AM",18,17.1,15.1999998092651,88.8888877734803
87,34,0.600000023841858,0.800000011920929,0.800000011920929,,"9:05 AM","1:00 PM",13.25,226.9,213.5,94.0943146760687
160,36,0.150000005960464,0.300000011920929,0.800000011920929,,"9:05 AM","9:20 AM",15.36,14.2,11.1999998092651,78.8732380934165
102,,,,,,,,14.38,319.7,,
102,,,,,,,,14.38,319.7,,
102,,,,,,,,14.38,319.7,,
147,33.2000007629395,0.119999997317791,0.25,0.400000005960464,,"11:05 AM","1:30 PM",11.65,112.4,109,96.9750889679715
149,,,,,,,,10.43,15.6,,
114,33.5,0.649999976158142,1.20000004768372,1.39999997615814,,"9:10 AM","3:55 PM",14.36,310.8,308,99.0990990990991
222,33.4000015258789,0.680000007152557,0.930000007152557,1.20000004768372,,"10:20 AM","10:50 AM",10.7,16.4,16,97.5609756097561
171,35.2999992370605,0.400000005960464,0.649999976158142,0.800000011920929,,"9:40 AM","10:05 AM",10.6,15.1,14,92.7152317880795
78,33,0.300000011920929,0.400000005960464,0.800000011920929,,"10:30 AM","1:45 PM",10.31,227.4,226.5,99.6042216358839
78,36,0.300000011920929,0.600000023841858,0.800000011920929,,"9:00 AM","12:00 PM",10.38,226.4,223,98.4982332155477
102,33,0.300000011920929,0.5,0.800000011920929,,"8:45 AM","10:00 AM",14.27,107.7,100,92.8505106778087
102,34,0.200000002980232,0.400000005960464,0.800000011920929,,"8:30 AM","10:00 AM",14.41,206,191,92.7184466019418
165,34,0.200000002980232,0.400000005960464,0.800000011920929,,"8:45 AM","9:30 AM",14.39,30.3,28.5,94.059405940594
102,33.7000007629395,0.159999996423721,0.319999992847443,0.600000023841858,,"9:20 AM","12:20 PM",14.12,207.4,187,90.1639344262295
194,33,0.800000011920929,1,1,,"8:45 AM","10:00 AM",13.59,35.4,33.5,94.6327683615819
186,34,0.5,0.600000023841858,0.800000011920929,,"8:25 AM","9:10 AM",13.2,17.4,16,91.9540229885058
168,35,0.200000002980232,0.400000005960464,0.800000011920929,,"9:15 AM","9:35 AM",10.3,15.3,12.6000003814697,82.3529436697368
78,33.7999992370605,0.899999976158142,1.35000002384186,1.5,,"10:40 AM","1:30 PM",10.31,115.7,113.800003051758,98.3578245909748
94,33,0.800000011920929,0.899999976158142,1,,"9:45 AM","12:15 PM",13.18,109.4,106,96.8921389396709
102,,0.870000004768372,1.10000002384186,1.10000002384186,,"10:25 AM","2:45 PM",14.38,210.9,188,89.1417733522997
102,34.2999992370605,0.159999996423721,0.400000005960464,0.5,,"9:00 AM","11:40 AM",14.39,209.5,190,90.6921241050119
163,33,1,1.10000002384186,1.20000004768372,,"8:30 AM","9:30 AM",15.7,32.4,30,92.5925925925926
195,33,,,,,"8:30 AM","4:00 PM",17.5,61.7,49,79.4165316045381
102,34.2999992370605,0.159999996423721,0.400000005960464,0.5,,"9:00 AM","11:40 AM",14.39,209.5,190,90.6921241050119
156,40,0.300000011920929,1,1,,"5:40 AM","9:00 AM",10.32,222.6,29.5,13.2524707996406
156,40,0.300000011920929,1,1,,"5:40 AM","9:00 AM",10.32,222.6,195.5,87.8256963162624
156,40,0.300000011920929,1,1,,"5:40 AM","9:00 AM",10.32,222.6,29.5,13.2524707996406
156,40,0.300000011920929,1,1,,"5:40 AM","9:00 AM",10.32,222.6,195.5,87.8256963162624
170,33,0.600000023841858,1,1.5,,"7:40 AM","8:05 AM",14.1,13.3,12.1999998092651,91.7293218741739
76,33,0.400000005960464,0.600000023841858,0.800000011920929,,"1:00 PM","3:00 PM",10.51,108.5,102,94.0092165898618
150,34,0.150000005960464,0.400000005960464,2,,"9:55 AM","10:10 AM",18.7,13.2,12,90.9090909090909
179,33.2000007629395,0.0900000035762787,0.140000000596046,0.400000005960464,,"9:55 AM","10:45 AM",13.16,34.2,32,93.5672514619883
87,,,,,,,,13.25,113,,
128,36.5,0.280000001192093,0.439999997615814,0.800000011920929,,"11:10 AM","12:50 PM",10.1,109,106.5,97.7064220183486
156,37.2999992370605,0.379999995231628,0.560000002384186,0.800000011920929,,"9:00 AM","2:05 PM",10.39,345,333.829986572266,96.7623149484828
166,33.7000007629395,0.200000002980232,0.25,1,,"11:00 AM","11:30 AM",22.51,23.8,20,84.0336134453782
92,33.5,0.660000026226044,1.20000004768372,1.20000004768372,,"9:25 AM","11:55 AM",18.05,109.5,105.300003051758,96.1643863486373
154,35.2999992370605,0.439999997615814,0.800000011920929,0.800000011920929,,"9:35 AM","10:30 AM",10.16,30.7,28.5,92.8338762214984
76,34,0.100000001490116,0.600000023841858,0.800000011920929,,"9:40 AM","10:45 AM",10.48,110.4,102.5,92.8442028985507
197,34.5,0.649999976158142,1.10000002384186,1.10000002384186,,"9:45 AM","5:30 PM",18.61,374.6,317,84.6235985050721
102,36.0999984741211,0.170000001788139,0.300000011920929,0.600000023841858,,"8:55 AM","11:10 AM",14.38,221.6,202,91.1552346570397
164,33,0.800000011920929,1,1,,"8:45 AM","9:45 AM",10.85,32.5,31,95.3846153846154
196,33.2999992370605,0.670000016689301,0.899999976158142,1,,"9:30 AM","9:55 AM",10.7,16.4,15.6999998092651,95.7317061540557
205,34,0.899999976158142,1.10000002384186,1.20000004768372,,"8:45 AM","9:45 AM",21.91,26.5,24.5,92.4528301886792
158,33,,0.200000002980232,0.800000011920929,,"10:00 AM","10:15 AM",9.44,15,13.6999998092651,91.3333320617676
78,33,0.300000011920929,0.400000005960464,0.800000011920929,,"10:30 AM","1:45 PM",10.31,227.4,226.5,99.6042216358839
174,33.2000007629395,0.109999999403954,0.300000011920929,0.600000023841858,,"10:00 AM","10:30 AM",12.95,33,31,93.9393939393939
175,33,0.400000005960464,0.600000023841858,0.800000011920929,,"9:15 AM","9:40 AM",20.2,14.6,13.1999998092651,90.4109575977064
198,33.0999984741211,0.819999992847443,1.03999996185303,1.10000002384186,,"8:50 AM","9:20 AM",15.1,17.6,16.1000003814697,91.4772748947143
165,34,0.200000002980232,0.400000005960464,0.800000011920929,,"8:45 AM","9:30 AM",14.39,30.3,28.5,94.059405940594
78,33,0.200000002980232,0.600000023841858,0.800000011920929,,"9:40 AM","11:05 AM",10.31,113.1,112,99.027409372237
182,34.5999984741211,0.270000010728836,0.569999992847443,1,,"9:30 AM","10:00 AM",15.1,16,13.5,84.375
215,33,0.400000005960464,0.400000005960464,1.5,,"8:45 AM","9:15 AM",11.3,34.7,32,92.2190201729107
101,33.4000015258789,0.620000004768372,0.649999976158142,1.10000002384186,,"10:45 AM","1:45 PM",14.71,202.6,188,92.7936821322804
196,37.4000015258789,1.32000005245209,2,2,,"9:10 AM","9:40 AM",10.9,17,17.2000007629395,101.176475076114
76,34,0.200000002980232,0.600000023841858,0.800000011920929,,"8:50 AM","10:45 AM",10.45,107.1,101,94.3043884220355
174,36.4000015258789,0.200000002980232,0.449999988079071,0.5,,"9:15 AM","1:15 PM",10.35,229.3,80,34.8887919755778
174,36.4000015258789,0.200000002980232,0.449999988079071,0.5,,"9:15 AM","1:15 PM",10.35,229.3,136,59.3109463584823
174,36.4000015258789,0.200000002980232,0.449999988079071,0.5,,"9:15 AM","1:15 PM",10.35,229.3,30,13.0832969908417
213,,,,,,,,12.65,32.3,,
214,33,0.400000005960464,0.800000011920929,0.800000011920929,,"8:45 AM","10:15 AM",15.35,32,29,90.625
94,34.5,0.170000001788139,0.600000023841858,0.600000023841858,,"11:20 AM","1:30 PM",13.18,110.2,106.099998474121,96.2794904483857
200,35.5,0.920000016689301,2,2,,"9:45 AM","10:40 PM",11.15,33.3,31.2999992370605,93.9939917028845
92,34,0.899999976158142,1.10000002384186,1.20000004768372,,"8:30 AM","2:30 PM",18.06,214,205,95.7943925233645
78,33,0.449999988079071,0.550000011920929,0.699999988079071,,"10:30 AM","1:45 PM",10.61,116.4,118,101.374570446735
172,33.7000007629395,0.0900000035762787,0.230000004172325,0.25,,"9:15 AM","10:05 AM",11.35,33.6,31.5,93.75
172,33.7000007629395,0.0900000035762787,0.230000004172325,0.25,,"9:15 AM","10:05 AM",11.35,33.6,31.5,93.75
76,36.5,0.0900000035762787,0.400000005960464,0.5,,"9:15 AM","12:45 PM",10.42,222.6,212,95.2380952380952
342,37.2000007629395,0.569999992847443,0.610000014305115,1,1.10000002384186,07:42:00,07:56:00,20.61,11.5,8.89999961853027,77.391301030698
153,34,0.200000002980232,0.5,0.800000011920929,,"9:00 AM","9:30 AM",18.42,12.5,11.5,92
156,37.2999992370605,0.379999995231628,0.560000002384186,0.800000011920929,,"9:00 AM","2:05 PM",10.39,345,333.829986572266,96.7623149484828
78,36.7999992370605,0.100000001490116,0.319999992847443,0.600000023841858,,"9:10 AM","11:00 AM",10.31,117.8,113,95.9252971137521
94,36,0.600000023841858,0.800000011920929,0.899999976158142,,"9:30 AM","1:30 PM",13.23,214.6,207.5,96.6915191053122
102,36,0.300000011920929,0.600000023841858,0.800000011920929,,"8:30 AM","12:30 PM",14.25,318.9,296.5,92.9758544998432
87,33,0.699999988079071,0.899999976158142,1,,"8:30 AM","12:30 PM",13.25,111.1,106.5,95.8595859585959
178,33,0.5,0.699999988079071,0.800000011920929,,"10:00 AM","11:00 AM",22.5,58.4,52.5,89.8972602739726
114,33,1.29999995231628,1.5,1.5,,"10:15 AM","5:30 PM",14.38,210.2,218.5,103.94862036156
78,36,0.699999988079071,0.899999976158142,1,,"9:55 AM","12:55 PM",10.31,113.8,113,99.2970123022847
87,33,0.400000005960464,0.600000023841858,0.800000011920929,,"9:35 AM","2:40 PM",13.22,223,200,89.6860986547085
156,37.4000015258789,0.300000011920929,0.620000004768372,0.800000011920929,,"9:00 AM","2:15 PM",10.38,296.5,270,91.0623946037099
