rcp_id,fermenter_temperature,cu_low,cu_high,cu_setpoint,pre_run_dump_volume,time_start,time_end,original_gravity,fermenter_volume,brite_volume,clar_eff
156,37.4000015258789,0.300000011920929,0.620000004768372,0.800000011920929,,"9:00 AM","2:15 PM",10.38,296.5,270,91.0623946037099
102,36.7999992370605,0.170000001788139,0.340000003576279,0.600000023841858,,"8:35 AM","10:55 AM",14.38,221.1,202,91.3613749434645
76,36,0.600000023841858,0.800000011920929,1,,"9:45 AM","2:30 PM",10.48,221.7,209,94.2715381145692
201,32.7999992370605,0.800000011920929,1.10000002384186,1.10000002384186,,"9:50 AM","11:15 AM",13.43,32.2,29,90.0621118012422
156,37.4000015258789,0.300000011920929,0.620000004768372,0.800000011920929,,"9:00 AM","2:15 PM",10.38,296.5,270,91.0623946037099
78,34.5,0.100000001490116,0.300000011920929,0.600000023841858,,"10:05 AM","11:35 AM",10.31,115.1,109,94.7002606429192
163,34.5999984741211,0.319999992847443,0.5,0.800000011920929,,"9:05 AM","9:45 AM",16.09,31,28,90.3225806451613
163,34.5999984741211,0.319999992847443,0.5,0.800000011920929,,"9:05 AM","9:45 AM",16.09,31,28,90.3225806451613
201,32.7999992370605,0.800000011920929,1.10000002384186,1.10000002384186,,"9:50 AM","11:15 AM",13.43,32.2,29,90.0621118012422
164,33,0.800000011920929,1,1,,"8:45 AM","9:45 AM",10.85,32.5,31,95.3846153846154
78,,,,,,,,10.31,118,,
78,,,,,,,,10.31,118,,
164,,,,,,,,11.21,31.2,,
164,,,,,,,,11.21,31.2,,
89,39,0.239999994635582,0.400000005960464,0.550000011920929,,"9:35 AM","1:50 PM",10.97,221.7,218,98.3310780333784
199,33.9000015258789,0.720000028610229,0.870000004768372,1,,"9:50 AM","10:25 AM",12.1,16.2,15.1000003814697,93.2098788979613
102,34,0.300000011920929,0.5,0.800000011920929,,"9:30 AM","11:30 AM",14.38,226,200,88.4955752212389
102,35.2999992370605,0.270000010728836,0.449999988079071,0.600000023841858,,"9:05 AM","11:45 AM",14.38,215.7,189,87.6216968011127
92,34,0.899999976158142,1.10000002384186,1.20000004768372,,"8:30 AM","2:30 PM",18.06,214,205,95.7943925233645
203,34.5999984741211,0.419999986886978,0.449999988079071,1,,"9:00 AM","9:30 AM",12.4,16.4,15.3000001907349,93.2926840898467
208,34.0999984741211,1.35000002384186,1.79999995231628,1.79999995231628,,"9:00 AM","9:30 AM",17.9,14,13,92.8571428571429
142,34,0.340000003576279,0.449999988079071,0.800000011920929,,"10:05 AM","10:30 AM",22.03,25.8,21,81.3953488372093
155,34,0.340000003576279,0.449999988079071,0.800000011920929,,"10:05 AM","10:30 AM",22.03,25.8,21,81.3953488372093
156,33.4000015258789,0.340000003576279,0.479999989271164,0.5,,"2:30 PM","3:55 PM",10.39,105.6,88.9000015258789,84.1856075055671
75,34,0.300000011920929,0.5,0.800000011920929,,"8:30 AM","11:00 AM",15.86,204.5,183,89.4865525672372
194,33,0.800000011920929,1,1,,"8:45 AM","10:00 AM",13.59,35.4,33.5,94.6327683615819
204,33.7999992370605,1.62000000476837,2.5,2.5,,"12:25 PM","1:10 PM",17.35,31.5,28.5,90.4761904761905
156,34,0.349999994039536,0.5,0.600000023841858,,"9:35 AM","11:00 AM",10.39,105.4,101.900001525879,96.6793183357485
204,33.7999992370605,1.62000000476837,2.5,2.5,,"12:25 PM","1:10 PM",17.35,31.5,28.5,90.4761904761905
148,34,0.319999992847443,0.720000028610229,0.800000011920929,,"9:15 AM","9:45 AM",15.63,15,12.5,83.3333333333333
164,,,,,,,,11.21,31.2,,
164,,,,,,,,11.21,31.2,,
102,34.0999984741211,0.150000005960464,0.300000011920929,0.600000023841858,,"9:35 AM","12:20 PM",14,212.6,197,92.6622765757291
102,33,0.200000002980232,0.300000011920929,0.600000023841858,,"8:40 AM","10:40 AM",14.19,211.3,194,91.8125887363937
102,34,0.300000011920929,0.5,0.800000011920929,,"9:15 AM","12:00 PM",14.27,210.4,197,93.6311787072243
161,38,0.5,0.899999976158142,1,,"9:50 AM","10:10 AM",23.47,14.8,13.6000003814697,91.89189446939
163,33,0.400000005960464,0.5,0.600000023841858,,"9:15 AM","9:40 AM",15.5,16.3,15,92.0245398773006
92,34,0.879999995231628,1.42999994754791,1.5,,"11:35 AM","2:05 PM",18.04,105.3,100,94.9667616334283
87,35,0.400000005960464,0.5,0.600000023841858,,"8:45 AM","1:00 PM",13.26,114,108,94.7368421052632
177,33,0.200000002980232,0.300000011920929,0.800000011920929,,"7:10 AM","7:30 AM",12.6,15.2,14,92.1052631578947
89,33,0.300000011920929,0.5,0.600000023841858,,"8:45 AM","10:45 AM",11.1,109.5,106,96.8036529680365
184,33,,,,,,,13.2,14.7,13,88.4353741496599
209,34.5,1.12000000476837,1.60000002384186,2,,"9:30 AM","9:50 AM",16.1,14.1,12.6000003814697,89.3617048331186
87,33.9000015258789,0.509999990463257,1,1,,"10:45 AM","4:25 PM",13.25,224.7,213.5,95.0155763239875
92,34,0.600000023841858,0.800000011920929,1,,"9:00 AM","12:00 PM",18.02,170,161,94.7058823529412
206,34,0.800000011920929,0.899999976158142,1,,"8:45 AM","9:45 AM",15.45,29.7,28,94.2760942760943
102,33,0.699999988079071,0.600000023841858,0.800000011920929,,"9:30 AM","12:30 PM",14.38,109,99,90.8256880733945
214,33,0.400000005960464,0.800000011920929,0.800000011920929,,"8:45 AM","10:15 AM",15.35,32,29,90.625
102,33,0.400000005960464,0.600000023841858,0.800000011920929,,"8:15 AM","1:30 PM",14.38,216,203.5,94.212962962963
202,33.5,0.720000028610229,1.20000004768372,1.20000004768372,,"1:05 PM","1:40 PM",15.75,16.4,14.5,88.4146341463415
154,33.4000015258789,0.779999971389771,1.20000004768372,1.20000004768372,,"9:10 AM","10:00 AM",10.46,33,30.7999992370605,93.3333310213956
154,33.4000015258789,0.779999971389771,1.20000004768372,1.20000004768372,,"9:10 AM","10:00 AM",10.46,33,30.7999992370605,93.3333310213956
220,33.5,1.20000004768372,2,2,,"9:00 AM","9:55 AM",28.1,12.7,11,86.6141732283465
78,34.9000015258789,0.140000000596046,0.300000011920929,0.400000005960464,,"10:00 AM","11:40 AM",10.31,115,108,93.9130434782609
114,34.7000007629395,0.75,1.20000004768372,1.39999997615814,,"11:05 AM","3:05 PM",14.38,214.3,216,100.79328044797
102,35.9000015258789,0.140000000596046,0.419999986886978,0.800000011920929,,"9:15 AM","12:50 PM",14.37,316.7,284,89.6747710767288
142,34,0.340000003576279,0.449999988079071,0.800000011920929,,"10:05 AM","10:30 AM",22.03,25.8,21,81.3953488372093
87,35.3300018310547,0.280000001192093,0.419999986886978,0.800000011920929,,"12:10 PM","2:10 PM",13.25,115.7,110,95.0734658599827
159,34,0.100000001490116,0.200000002980232,0.800000011920929,,"8:45 AM","9:10 AM",10.78,15.6,14,89.7435897435898
205,34,0.899999976158142,1.10000002384186,1.20000004768372,,"8:45 AM","9:45 AM",21.91,26.5,24.5,92.4528301886792
102,33,0.600000023841858,0.699999988079071,0.800000011920929,,"10:00 AM","12:30 PM",14.38,106.4,97.5,91.6353383458647
102,36,0.159999996423721,0.330000013113022,0.600000023841858,,"9:20 AM","11:30 AM",14.38,214.4,194.5,90.7182835820896
76,38,0.100000001490116,0.200000002980232,0.800000011920929,,"10:20 AM","11:20 AM",10.45,108.4,101.5,93.6346863468635
102,36,0.159999996423721,0.330000013113022,0.600000023841858,,"9:20 AM","11:30 AM",14.38,214.4,194.5,90.7182835820896
78,33,0.300000011920929,0.400000005960464,0.800000011920929,,"9:00 AM","11:30 AM",10.32,169.5,30,17.6991150442478
78,33,0.300000011920929,0.400000005960464,0.800000011920929,,"9:00 AM","11:30 AM",10.32,169.5,132,77.8761061946903
78,33,0.300000011920929,0.400000005960464,0.800000011920929,,"9:00 AM","11:30 AM",10.32,169.5,30,17.6991150442478
78,33,0.300000011920929,0.400000005960464,0.800000011920929,,"9:00 AM","11:30 AM",10.32,169.5,132,77.8761061946903
102,33,0.449999988079071,0.349999994039536,0.800000011920929,,"8:45 AM","12:30 PM",14.38,216.6,201,92.797783933518
200,35.5,0.920000016689301,2,2,,"9:45 AM","10:40 PM",11.15,33.3,31.2999992370605,93.9939917028845
215,33,0.400000005960464,0.400000005960464,1.5,,"8:45 AM","9:15 AM",11.3,34.7,32,92.2190201729107
102,33,0.400000005960464,0.600000023841858,0.699999988079071,,"11:15 AM","3:30 PM",14.38,218.1,196,89.8670334708849
102,33.0999984741211,0.469999998807907,1,1,,"10:00 AM","2:10 PM",14.38,218.1,204.699996948242,93.8560279450904
78,33,0.5,0.600000023841858,0.699999988079071,,"10:00 AM","12:15 PM",10.31,116,115.5,99.5689655172414
206,34,0.800000011920929,0.899999976158142,1,,"8:45 AM","9:45 AM",15.45,29.7,28,94.2760942760943
78,34,0.25,0.349999994039536,0.5,,"8:35 AM","10:10 AM",10.31,112.6,110.5,98.1349911190053
102,35.2999992370605,0.270000010728836,0.449999988079071,0.600000023841858,,"9:05 AM","11:45 AM",14.38,215.7,189,87.6216968011127
213,,,,,,,,12.65,32.3,,
78,31.7999992370605,0.310000002384186,0.430000007152557,0.600000023841858,,"8:50 AM","11:30 AM",10.31,118.7,116.800003051758,98.3993286029973
87,34.7000007629395,0.370000004768372,0.800000011920929,0.800000011920929,,"10:25 AM","1:15 PM",13.25,113.9,109.099998474121,95.7857756577007
218,33,0.400000005960464,0.600000023841858,0.800000011920929,,"7:30 AM","8:45 AM",12.2,31.9,30,94.0438871473354
158,33.4000015258789,0.629999995231628,0.819999992847443,1,,"9:40 AM","10:15 AM",10.2,17,16.5,97.0588235294118
102,35.2000007629395,0.209999993443489,0.479999989271164,0.600000023841858,,"8:55 AM","12:00 PM",14.14,205.3,190.600006103516,92.8397496851026
221,33,0.400000005960464,0.600000023841858,0.800000011920929,,"7:30 AM","8:45 AM",12.2,31.9,30,94.0438871473354
78,33,0.349999994039536,0.449999988079071,0.600000023841858,,"9:00 AM","12:30 PM",10.31,113.2,112,98.9399293286219
219,33,0.25,0.349999994039536,0.400000005960464,,"10:15 AM","11:10 AM",11.35,34,32,94.1176470588235
236,30.6000003814697,0.779999971389771,1,1,,"8:55 AM","9:30 AM",18,15.6,14,89.7435897435898
156,38,0.300000011920929,0.620000004768372,0.800000011920929,,"9:45 AM","3:40 PM",10.37,227,228,100.440528634361
78,30.3999996185303,0.479999989271164,0.620000004768372,0.699999988079071,,"9:55 AM","12:55 PM",10.31,120,119.099998474121,99.2499987284342
164,33.7999992370605,0.720000028610229,0.829999983310699,1,,"10:00 AM","10:45 AM",10.75,33,31,93.9393939393939
216,,,,,,,,12.95,34.5,,
227,30.3999996185303,0.219999998807907,0.340000003576279,0.400000005960464,,"7:55 AM",,15.7,15.6,14.6000003814697,93.5897460350623
230,,,,,,,,14.25,15.2,,
102,33,0.400000005960464,0.600000023841858,0.699999988079071,,"8:30 AM","1:00 PM",14.3,207.8,194.5,93.5996150144369
102,33,0.400000005960464,0.600000023841858,0.699999988079071,,"8:30 AM","1:00 PM",14.3,207.8,194.5,93.5996150144369
120,30.2000007629395,0.620000004768372,1,1,,"10:40 AM","1:30 PM",18.45,92.5,81.6999969482422,88.3243210251267
104,34.5999984741211,0.740000009536743,1.05999994277954,1.20000004768372,,"9:30 AM","2:10 PM",16.2,206.4,203,98.3527131782946
228,30.2000007629395,0.100000001490116,0.189999997615814,0.400000005960464,,"8:20 AM","8:40 AM",12,16.9,15.3000001907349,90.5325455073069
93,30.3999996185303,0.319999992847443,0.439999997615814,0.600000023841858,,"11:05 AM","12:55 PM",18.55,94.9,82.6999969482422,87.1443592710666
144,30,0.560000002384186,0.959999978542328,1,,"9:50 AM","10:45 AM",11.6,32.6,28,85.8895705521472
164,31.2000007629395,0.280000001192093,0.400000005960464,0.600000023841858,,"11:05 AM","11:30 AM",10.75,16.3,15,92.0245398773006
104,33,0.899999976158142,1.20000004768372,1.20000004768372,,"8:30 AM","2:00 PM",16.2,208.1,200,96.1076405574243
76,35,0.300000011920929,0.400000005960464,0.400000005960464,,"8:30 AM","12:00 AM",10.48,115.6,107,92.560553633218
232,30.6000003814697,2.54999995231628,3,3,,"8:35 AM","9:30 AM",22.4,13.3,11,82.7067669172932
102,31.5,0.180000007152557,0.28999999165535,0.600000023841858,,"8:15 AM","12:30 PM",14.32,212.8,198.800003051758,93.4210540656757
102,32.5999984741211,0.239999994635582,0.419999986886978,0.600000023841858,,"8:10 AM","12:40 AM",14.35,212.3,194,91.3801224682054
102,32.5999984741211,0.239999994635582,0.419999986886978,0.600000023841858,,"8:10 AM","12:40 AM",14.35,212.3,194,91.3801224682054
87,31,0.349999994039536,0.550000011920929,0.600000023841858,,"10:15 AM","1:30 PM",13.25,113.2,107.5,94.9646643109541
229,30,0.400000005960464,0.600000023841858,0.600000023841858,,"9:00 AM","10:00 AM",12.1,31.3,28,89.4568690095847
229,30,0.400000005960464,0.600000023841858,0.600000023841858,,"9:00 AM","10:00 AM",12.1,31.3,28,89.4568690095847
128,38,0.600000023841858,0.800000011920929,1,,"2:30 PM","5:50 PM",9.97,222.1,207,93.2012606933814
102,32,0.300000011920929,0.400000005960464,0.5,,"9:45 AM","12:15 PM",14.37,109.6,101,92.1532846715329
234,30,0.699999988079071,1.5,3,,"9:00 AM","9:30 AM",15.7,16.6,14.8999996185303,89.7590338465679
222,29.8999996185303,0.560000002384186,0.800000011920929,0.800000011920929,,"9:15 AM","9:45 AM",10.45,16.5,16.2000007629395,98.1818228056937
78,33.5,0.170000001788139,0.419999986886978,0.600000023841858,,"9:10 AM","11:45 AM",10.31,117.8,116.699996948242,99.0662113312752
233,30.1000003814697,0.209999993443489,0.479999989271164,0.800000011920929,,"8:15 AM","8:45 AM",15.8,13.8,11.3000001907349,81.8840593531512
102,32.5999984741211,0.209999993443489,0.479999989271164,0.600000023841858,,"7:55 AM","12:25 PM",14.38,215.2,199,92.4721189591078
107,45,0.100000001490116,0.200000002980232,0.800000011920929,,"8:40 AM","9:50 AM",14.38,96,86.5,90.1041666666667
102,32.5999984741211,0.209999993443489,0.479999989271164,0.600000023841858,,"7:55 AM","12:25 PM",14.38,215.2,199,92.4721189591078
156,38,0.300000011920929,0.620000004768372,0.800000011920929,,"9:45 AM","3:40 PM",10.37,227,228,100.440528634361
235,30.2000007629395,0.720000028610229,0.889999985694885,1,,"8:45 AM","9:20 AM",12.5,16.9,15.5,91.715976331361
156,39,0.140000000596046,0.300000011920929,0.300000011920929,,"9:45 AM","1:45 PM",9.8,221.5,194.699996948242,87.9006758231342
156,39,0.140000000596046,0.300000011920929,0.300000011920929,,"9:45 AM","1:45 PM",9.8,221.5,15,6.77200902934537
156,39,0.140000000596046,0.300000011920929,0.300000011920929,,"9:45 AM","1:45 PM",9.8,221.5,10,4.51467268623025
156,39,0.140000000596046,0.300000011920929,0.300000011920929,,"9:45 AM","1:45 PM",9.8,221.5,194.699996948242,87.9006758231342
156,39,0.140000000596046,0.300000011920929,0.300000011920929,,"9:45 AM","1:45 PM",9.8,221.5,15,6.77200902934537
156,39,0.140000000596046,0.300000011920929,0.300000011920929,,"9:45 AM","1:45 PM",9.8,221.5,10,4.51467268623025
102,,,,,,,,14.3,108.5,,
78,30,0.300000011920929,0.400000005960464,0.5,,"8:45 AM","11:15 AM",10.31,111.3,111,99.7304582210243
250,35,0.419999986886978,0.600000023841858,0.600000023841858,,"8:45 AM","10:05 AM",9.8,32.5,31.5,96.9230769230769
282,30,0.600000023841858,0.699999988079071,0.800000011920929,,"8:45 AM","9:30 AM",22.45,21.5,20,93.0232558139535
107,34.4000015258789,0.239999994635582,0.600000023841858,0.600000023841858,,"9:50 AM","2:20 PM",14.38,202.9,189.399993896484,93.3464730884595
237,30.2999992370605,0.159999996423721,0.300000011920929,0.300000011920929,,"7:35 AM","8:00 AM",14.4,15.6,11,70.5128205128205
225,33.4000015258789,0.330000013113022,0.439999997615814,0.600000023841858,,"9:20 AM","9:45 AM",11.6,15.6,14.5,92.948717948718
239,33,0.300000011920929,0.800000011920929,0.800000011920929,,"8:10 AM","9:25 AM",11.5,31.7,29.2999992370605,92.4290196752699
78,,,,,,,,10.31,116.3,,
102,34.7999992370605,0.0500000007450581,0.119999997317791,0.200000002980232,,"10:05 AM","12:55 PM",14.38,220.4,191,86.6606170598911
102,32.0999984741211,0.0599999986588955,0.150000005960464,0.200000002980232,,"8:20 AM","10:55 AM",14.38,224.3,192,85.5996433348194
268,30.2000007629395,0.449999988079071,0.579999983310699,0.800000011920929,,"8:30 AM","9:20 AM",10.9,32.8,30.5,92.9878048780488
104,34.5999984741211,0.740000009536743,1.05999994277954,1.20000004768372,,"9:30 AM","2:10 PM",16.2,206.4,203,98.3527131782946
75,33,0.0599999986588955,0.300000011920929,0.300000011920929,,"8:20 AM","11:05 AM",15.8,211.6,176.199996948242,83.270319918829
75,33,0.0599999986588955,0.300000011920929,0.300000011920929,,"8:20 AM","11:05 AM",15.8,211.6,176.199996948242,83.270319918829
164,31.1000003814697,0.610000014305115,0.860000014305115,1,,"8:25 AM","9:20 AM",10.65,31.7,30.5,96.2145110410095
104,30.8999996185303,0.759999990463257,1.20000004768372,1.20000004768372,,"8:40 AM","10:45 AM",16.04,72.1,70.4000015258789,97.642165777918
268,30.2000007629395,0.449999988079071,0.579999983310699,0.800000011920929,,"8:30 AM","9:20 AM",10.9,32.8,30.5,92.9878048780488
102,32.5,0.509999990463257,0.759999990463257,0.800000011920929,,"8:00 AM","2:45 PM",14.38,225.5,206,91.3525498891353
102,32.5,0.509999990463257,0.759999990463257,0.800000011920929,,"8:00 AM","2:45 PM",14.38,225.5,206,91.3525498891353
78,31.7000007629395,0.219999998807907,0.5,0.5,,"9:55 AM","12:35 PM",10.31,118.8,117,98.4848484848485
270,30,0.150000005960464,0.180000007152557,0.400000005960464,,"9:15 AM","9:35 AM",12.2,16.1,14.5,90.0621118012422
257,36,0.109999999403954,0.280000001192093,0.400000005960464,,"10:00 AM","12:45 PM",10,209.3,204,97.4677496416627
102,32.0999984741211,0.0599999986588955,0.150000005960464,0.200000002980232,,"8:20 AM","10:55 AM",14.38,224.3,192,85.5996433348194
263,32,0.200000002980232,0.400000005960464,0.400000005960464,,"9:45 AM","10:15 AM",17.1,10.8,8,74.0740740740741
75,,,,,,,,15.8,207.1,,
75,,,,,,,,15.8,207.1,,
75,35,0.0700000002980232,0.25,0.400000005960464,,"8:35 AM","11:50 AM",15.8,207.6,172.5,83.092485549133
75,35,0.0700000002980232,0.25,0.400000005960464,,"8:35 AM","11:50 AM",15.8,207.6,10,4.81695568400771
76,30,0.200000002980232,0.300000011920929,0.300000011920929,,"10:15 AM","1:00 PM",10.48,112.7,104,92.2803904170364
78,30,0.0199999995529652,0.0500000007450581,0.0500000007450581,,"8:25 AM","12:00 PM",11.14,203.3,189.5,93.2120019675357
273,30.2999992370605,0.0500000007450581,0.100000001490116,0.200000002980232,,"8:25 AM","8:45 AM",12.4,15.6,14.1999998092651,91.0256398029816
215,30.2000007629395,0.170000001788139,0.239999994635582,0.300000011920929,,"8:10 AM","8:30 AM",11.2,17.6,15.5,88.0681818181818
87,33.7999992370605,0.140000000596046,0.280000001192093,0.600000023841858,,"9:50 AM","12:15 PM",13.25,114.8,107,93.205574912892
102,33.2999992370605,0.109999999403954,0.400000005960464,0.400000005960464,,"11:50 AM","5:25 PM",14.38,326.1,295,90.4630481447409
102,33.2999992370605,0.109999999403954,0.400000005960464,0.400000005960464,,"11:50 AM","5:25 PM",14.38,326.1,295,90.4630481447409
102,33.2999992370605,0.109999999403954,0.400000005960464,0.400000005960464,,"11:50 AM","5:25 PM",14.38,326.1,295,90.4630481447409
264,30.3999996185303,0.0500000007450581,0.129999995231628,0.200000002980232,,"9:15 AM","11:15 AM",10.33,107.2,105,97.9477611940299
102,35.7000007629395,0.0700000002980232,0.270000010728836,0.400000005960464,,"10:30 AM","2:35 PM",14.38,216.3,95,43.9204808136847
102,35.7000007629395,0.0700000002980232,0.270000010728836,0.400000005960464,,"10:30 AM","2:35 PM",14.38,216.3,100,46.2320850670365
102,40.4000015258789,0.330000013113022,0.629999995231628,0.800000011920929,,"11:00 AM","3:30 PM",14.38,189.1,175,92.5436277102062
216,,,,,,,,12.95,34.5,,
185,30.2000007629395,1.1599999666214,1.29999995231628,1.29999995231628,,"8:35 AM","9:10 AM",18.4,14.4,13.1000003814697,90.9722248713175
107,34.4000015258789,0.239999994635582,0.600000023841858,0.600000023841858,,"9:50 AM","2:20 PM",14.38,202.9,189.399993896484,93.3464730884595
224,33.4000015258789,0.379999995231628,0.430000007152557,0.600000023841858,,"9:30 AM","9:55 AM",15.5,12.3,10.1000003814697,82.1138242395913
78,30.8999996185303,0.300000011920929,0.479999989271164,0.600000023841858,,"8:25 AM","11:30 AM",10.31,116.7,115.5,98.9717223650386
243,33.9000015258789,0.620000004768372,1,1,,"8:15 AM","12:40 PM",12.36,198.1,180,90.8632004038365
243,32.5,0.720000028610229,1.10000002384186,1.20000004768372,,"9:55 AM","2:40 PM",12.23,203.7,183,89.8379970544919
243,32.5,0.720000028610229,1.10000002384186,1.20000004768372,,"9:55 AM","2:40 PM",12.23,203.7,183,89.8379970544919
243,33.9000015258789,0.620000004768372,1,1,,"8:15 AM","12:40 PM",12.36,198.1,180,90.8632004038365
144,30,0.560000002384186,0.959999978542328,1,,"9:50 AM","10:45 AM",11.6,32.6,28,85.8895705521472
178,30,0.699999988079071,0.899999976158142,1,,"8:15 AM","12:00 PM",22.58,58.7,29.5,50.2555366269165
174,30.2000007629395,0.0500000007450581,0.119999997317791,0.200000002980232,,"8:40 AM","9:10 AM",12.6,33.6,31.2000007629395,92.857145127796
78,33.0999984741211,0.0599999986588955,0.129999995231628,0.300000011920929,,"9:55 AM","11:25 AM",10.33,107.4,75.1999969482422,70.0186191324415
78,33.0999984741211,0.0599999986588955,0.129999995231628,0.300000011920929,,"9:55 AM","11:25 AM",10.33,107.4,30,27.9329608938547
240,32.4000015258789,0.379999995231628,0.600000023841858,0.699999988079071,,"8:40 AM","9:25 AM",15.35,32,27.3999996185303,85.6249988079071
247,33.2000007629395,0.349999994039536,0.800000011920929,0.800000011920929,,"7:55 AM","3:10 PM",18.55,260.7,210,80.5523590333717
102,32.7999992370605,0.330000013113022,0.569999992847443,0.600000023841858,,"6:15 AM","3:40 PM",14.38,218.9,306,139.789858382823
102,32.7999992370605,0.330000013113022,0.569999992847443,0.600000023841858,,"6:15 AM","3:40 PM",14.38,218.9,306,139.789858382823
102,32.7999992370605,0.330000013113022,0.569999992847443,0.600000023841858,,"6:15 AM","3:40 PM",14.38,218.9,306,139.789858382823
76,32,0.400000005960464,0.5,0.600000023841858,,"8:15 AM","12:15 PM",10.48,110.7,102.5,92.5925925925926
247,33.2000007629395,0.349999994039536,0.800000011920929,0.800000011920929,,"7:55 AM","3:10 PM",18.55,260.7,210,80.5523590333717
107,33,0.419999986886978,0.620000004768372,0.800000011920929,,"8:05 AM","12:35 PM",14.38,206.2,190,92.1435499515034
87,33,0.5,0.699999988079071,0.699999988079071,,"8:00 AM","12:45 PM",13.25,117.5,110.5,94.0425531914894
243,36,0.239999994635582,0.620000004768372,0.800000011920929,,"9:25 AM","2:25 PM",12.36,211.4,192.5,91.0596026490066
245,30.1000003814697,0.319999992847443,0.46000000834465,0.600000023841858,,"8:10 AM","8:40 AM",12,15.8,14,88.6075949367089
78,30,0.0199999995529652,0.0500000007450581,0.0500000007450581,,"8:25 AM","12:00 PM",11.14,203.3,189.5,93.2120019675357
272,31.5,0.219999998807907,0.5,0.5,,"8:55 AM","10:05 AM",16.2,16.1,,
78,29.2999992370605,,0.0299999993294477,0.0500000007450581,,"9:25 AM","11:35 AM",11.14,205,184,89.7560975609756
78,29.2999992370605,,0.0299999993294477,0.0500000007450581,,"9:25 AM","11:35 AM",11.14,205,184,89.7560975609756
156,34.9000015258789,0.140000000596046,0.319999992847443,0.400000005960464,,"9:25 AM","1:15 PM",9.71,224.7,226.5,100.801068090788
274,30,0.699999988079071,1.5,1.5,,"8:35 AM","8:50 AM",11.9,15.6,16,102.564102564103
197,32.5999984741211,0.170000001788139,0.370000004768372,0.5,,"8:40 AM","12:05 PM",18.61,187.7,166.800003051758,88.8652120680649
78,33.2000007629395,0.209999993443489,0.449999988079071,0.600000023841858,,"9:30 AM","12:30 PM",10.33,109.3,108,98.8106129917658
248,29.8999996185303,0.400000005960464,1,1,,"8:35 AM","9:10 AM",15.4,15.9,14.1000003814697,88.6792476821995
275,31.7999992370605,0.0900000035762787,0.239999994635582,0.300000011920929,,"9:25 AM","10:10 AM",13.98,33.7,30.2999992370605,89.9109769645713
275,31.7999992370605,0.0900000035762787,0.239999994635582,0.300000011920929,,"9:25 AM","10:10 AM",13.98,33.7,30.2999992370605,89.9109769645713
197,32.5999984741211,0.170000001788139,0.370000004768372,0.5,,"8:40 AM","12:05 PM",18.61,187.7,166.800003051758,88.8652120680649
276,31.2999992370605,0.400000005960464,0.419999986886978,0.600000023841858,,"9:30 AM","9:50 AM",17.7,15.7,14,89.171974522293
264,30,0.0799999982118607,0.129999995231628,0.200000002980232,,"10:25 AM","12:45 PM",10.33,108.6,92.5,85.1749539594843
264,30,0.0799999982118607,0.129999995231628,0.200000002980232,,"10:25 AM","12:45 PM",10.33,108.6,15,13.8121546961326
277,32.5,0.0700000002980232,0.0900000035762787,0.119999997317791,,"10:50 AM","11:15 AM",11.1,15.8,14.1999998092651,89.8734165143363
219,33,0.25,0.349999994039536,0.400000005960464,,"10:15 AM","11:10 AM",11.35,34,32,94.1176470588235
178,29,0.5,0.600000023841858,0.699999988079071,,"11:30 AM","1:00 PM",21.4,61.2,59,96.4052287581699
252,30.2000007629395,0.219999998807907,0.46000000834465,0.600000023841858,,"8:20 AM","8:55 AM",11,16.2,15.5,95.679012345679
87,31,0.349999994039536,0.449999988079071,0.5,,"8:15 AM","12:00 PM",13.26,114.5,107,93.4497816593886
87,33,0.400000005960464,0.5,0.600000023841858,,"9:45 AM","1:00 PM",13.25,115.9,105.5,91.0267471958585
219,30,0.200000002980232,0.300000011920929,0.300000011920929,,"8:45 AM","9:30 AM",11.6,17.3,15,86.7052023121387
338,33.9000015258789,0.0900000035762787,0.109999999403954,0.400000005960464,10.3999996185303,7:35,9:54,8.19,159.7,133.800003051758,83.7820933323468
102,32,0.540000021457672,0.800000011920929,0.800000011920929,,"8:25 AM","5:55 PM",14.38,331.3,261.799987792969,79.022030725315
102,32,0.540000021457672,0.800000011920929,0.800000011920929,,"8:25 AM","5:55 PM",14.38,331.3,261.799987792969,79.022030725315
243,35.4000015258789,0.540000021457672,0.819999992847443,1,,"10:00 AM","3:40 PM",11.95,199,181.600006103516,91.2562844741285
247,33.2000007629395,0.349999994039536,0.800000011920929,0.800000011920929,,"7:55 AM","3:10 PM",18.55,260.7,210,80.5523590333717
78,30.3999996185303,0.219999998807907,0.600000023841858,0.600000023841858,,"9:00 AM","11:35 AM",10.33,107.7,106,98.4215413184772
255,32,0.200000002980232,0.400000005960464,0.5,,"8:15 AM","9:00 AM",13.8,17,15.5,91.1764705882353
154,31,0.699999988079071,1,1,,"8:15 AM","9:00 AM",10.6,16,13.5,84.375
243,36,0.239999994635582,0.620000004768372,0.800000011920929,,"9:25 AM","2:25 PM",12.36,211.4,192.5,91.0596026490066
102,33,0.449999988079071,0.649999976158142,0.649999976158142,,"9:00 AM","1:00 PM",14.25,108,15,13.8888888888889
102,33,0.449999988079071,0.649999976158142,0.649999976158142,,"9:00 AM","1:00 PM",14.25,108,84,77.7777777777778
240,30.3999996185303,1.53999996185303,2,2,,"8:35 AM","9:25 AM",16.1,16.4,14.6000003814697,89.0243925699374
107,,0.25,0.509999990463257,0.600000023841858,,"9:45 AM","2:30 PM",14.38,206.8,193.699996948242,93.6653757003105
